age,income,credit_score,satisfaction,debt_ratio,education_years,loan_amount,spending_score,target,gender,region
45,-0.832277732976749,0.9917503454465558,-2.932515616973471,0.19955039749662007,2.609025673239762,3.619343976146881,0.8994051238369948,0,Male,East
32,-1.6083418748459426,0.5146715543882296,5.216110152619182,2.0469373657591556,-1.247729037552953,-2.227083597325228,1.1143917296175234,0,Male,South
36,-2.350081172832228,0.16343176058713194,3.540630627594432,-2.9243453447439203,-7.298062797917486,-4.34147718695851,-1.6551086399735566,0,Female,North
43,0.8355133060016409,-0.7490792166512826,-2.153956435382867,1.7922618672248571,4.396406842585841,1.8002889441511019,1.990444710086785,0,Male,South
26,0.563228709932712,0.04109638193320572,-2.095306524680972,-1.1427337407940459,0.41940076146612604,2.5894443863595162,-1.4035261794411165,1,Male,North
62,0.5739227588282176,0.22525845349509843,6.23942290391544,2.358042097972232,3.4357672405744903,-0.6290613811518135,3.25878126893375,1,Male,South
39,0.057913879516325206,1.100663944921611,2.913766492379658,-0.1579545247667269,0.042332542076302306,-1.4460883489409018,1.233521636858189,1,Male,West
31,-1.3355242602287016,0.11867908406769122,0.9708847472003739,2.7718153763238034,-0.05291202816995388,0.7248600500330438,-0.35891873731441826,1,Male,East
21,,1.5790894560712077,0.3334982679825759,0.45427649546749915,-2.5890324860261873,-0.09071982991890293,-1.8306719172014274,1,Male,North
36,-1.2247180045026222,-0.44443329292291694,6.447885953819919,2.5668685632253654,2.3454284949281723,-1.667893322874405,4.212771479626662,1,Male,South
49,1.5194626540932052,-3.582062607487511,-3.7773329149222077,1.791644686832973,6.134151281764643,3.2135345965937114,2.239282413679337,0,Female,South
25,-0.8169012809637517,,1.9553703357106806,2.283642986357698,0.9786988642167496,-0.49658275015544084,1.3547210242043546,1,Female,South
21,-0.07620664648877751,0.3260443763658592,1.2499885738546197,-0.6291117247498352,1.2248194518210982,-1.6465509007359975,2.7759280937576047,1,Female,West
51,-2.288706607306924,0.4861712414658739,7.497423520676544,0.5669364932513206,-1.1357560960660464,-2.5922701264490646,2.831622334647663,1,Female,West
20,4.80805389707686,-1.573914211994401,-7.320114374032728,-2.1604754734682636,3.4049376068073447,2.468921477338843,-1.829943287517838,1,Male,North
28,0.04978420553700946,0.5345436134561904,1.2510813619088188,1.3511168398978828,0.2951487747441724,0.4214805341332557,-0.3996332149539299,1,Female,North
30,-1.7206661568439112,,1.9616653754361209,-1.2917886689731104,-2.000903968041412,-0.07477623191660765,0.048310831250177766,0,Female,West
24,-1.0919842155854127,0.8491426059321912,0.6245084655864196,0.7963358871997435,3.4451190128725417,4.185036094715285,1.7619240263519984,0,Male,North
25,-2.7428999667754663,-0.33394559630536247,1.6760578560227988,-0.644085648898915,-3.360206066562263,0.9291715206584895,-1.4485839847688378,0,Male,East
23,-2.857109741911862,1.1208484436478086,1.510187378429529,-0.2542739976030908,-2.2408013068544954,0.6311041006720113,-0.12657744894471268,0,Female,East
31,-1.246604010405867,0.6012579620436356,1.2009505467031332,-2.9901672163551263,-2.185737834021852,-0.7717541181384802,0.4720607306567639,0,Female,West
23,3.2072693880537075,-1.2191858277651948,-5.003519769345217,-0.6789302870161531,2.0053335572775484,1.557961261202009,-1.75864786190292,1,Male,North
32,-1.8613764661461096,-0.7026577451166509,4.717624317862763,3.2731472234844077,-0.44645532285285855,0.023044911562306147,0.2580181681388162,1,Female,South
23,,-1.2566472506290483,0.169270961314712,-1.1674967422590103,1.2220726091649075,0.7586515972761533,1.441010161267012,0,Male,East
19,-2.58004570762776,0.620148780415464,2.75196913231699,0.5082122333106931,-1.6014622029889374,-0.3036882140568393,0.7288756523157356,0,Male,West
19,1.4710802953959954,,-2.73485399288999,0.21884372075915537,1.0383192483055266,1.7961292827209063,-1.6045114764550363,1,Male,North
46,-0.5218772763362349,-1.4983689854658357,5.9384278361611775,-0.7252386094034684,1.831449072567877,-3.117079437273887,5.20193952900707,1,Male,West
24,-1.6104709775700061,-0.5666319246194422,3.328569338258063,1.6501530668144493,-1.3682692356029365,-0.8760804925318658,0.1191572326084307,1,Female,South
40,,-0.5243599556815834,-1.5252853671396682,1.9056614136372172,0.0038320982214289953,-1.0188023748026236,-0.8900406542474754,1,Male,East
33,-1.8098485332491832,0.2560798786660208,-0.17040585106622105,0.04784099207160608,-0.770828485847807,0.8766357124903854,0.13323574472265087,0,Male,West
38,-2.6517912232346754,1.8510541768497661,2.9752377892742006,-1.769603636079336,-3.2410968454390594,0.13022990732733652,-0.33939602885402165,0,Female,West
27,-0.561700744676357,-1.0363648841320956,2.7251573556705555,-0.25032984888418186,-0.6139611001736593,-2.06739556824494,1.465365853683951,1,Male,West
22,,1.2297551305579804,1.4013133650425598,1.2398913016072282,1.332269896600836,0.8367108469754713,1.539798687406457,0,Female,South
24,-2.160953073020514,1.5723062561857772,1.1509903775617103,0.5319427203112586,0.7075973694010173,3.6473548785106904,0.21912727662383724,0,Female,West
44,-1.1725819888570035,0.040614086965532745,-2.109359808812647,0.16063568660779692,2.8424560861214947,3.250192022426332,1.7640681093034782,0,Female,South
32,,,1.6841031873918462,-3.436979766443589,-4.6270323985448405,-1.5772867394123131,-0.7663842035698956,0,Male,South
27,,-0.10868771658665245,4.511135712233733,0.8695198242891522,-3.7492112131523867,-1.8965001937751274,-0.3352241819839763,1,Female,South
40,-1.0232341267990293,-0.30087204539152507,-0.9121992570789368,0.8788603980687696,2.026637138539391,1.826024687561437,1.4832688539340015,0,Female,East
58,1.8100449541673735,0.061908104029996795,-4.1730095216577805,2.919984862567293,2.5898144965305323,0.6935104705873758,-0.7166471415697239,1,Male,East
33,,,1.752366102413003,-0.6414159694809506,1.8800570827833547,0.9296920733929591,2.208430074927759,0,Female,West
31,-0.4238050840944283,0.7933493236860584,0.34191193239084394,1.9129467395085642,-0.2709084107097147,-0.5692098852573002,-0.2847127663414444,1,Female,West
23,0.4060669429820243,-0.050463047402838246,1.1806973692662392,2.3874381081457505,1.2913945395388613,-0.9156463853834134,0.7969634803521886,0,Female,East
32,-0.11126771956252157,-1.2039381307977697,-0.7674028641373809,1.5015056223192758,3.86191674221397,2.4401426675908535,2.0641709099584036,0,Female,North
30,-1.5238650206258475,-1.2231388144094233,5.074592638473105,1.611387806973639,-0.43157847157014056,-2.269206017170391,2.1030554254622897,1,Female,East
58,-0.7001845415077934,-0.48234157521273674,6.549597148601509,3.2036241588585166,0.9884034601494401,-0.3349778376526156,1.229905840997184,1,Male,South
28,,-0.13438106818006249,0.00782723144745589,2.118377914507726,-4.014040971824616,0.2596428999139675,-3.8892841897956423,1,Female,East
34,-1.9906495363860597,0.7839676512169459,5.755332652015723,2.254702242598257,-1.2806041613316967,-2.0255246719016813,1.2482375718421368,1,Female,South
28,-0.5226502493423995,0.6725196983410208,-1.2134332884306773,0.8934198961103244,1.750078428635237,2.6795456287549646,0.18893966566214382,0,Male,West
29,-0.15148117121660842,-0.7313246069486086,2.2845564685224113,0.7134647121711727,0.53594837638757,-0.6835403711150558,1.0681122369771356,1,Male,North
21,-0.5133639284478541,1.7707056507337993,0.5622490873749664,-0.5342129330987807,0.20794990091075885,0.2971879353655539,0.735707851897917,0,Male,West
19,-0.35071715492490285,1.2749773820208183,1.3979835817548947,1.6383686513980358,1.402082181049064,0.5939411346558738,0.9271847912157162,0,Female,South
44,0.5785272011148903,-1.6516095967182838,2.0008142854276803,-0.7266259802825223,-0.807420898705888,-1.2384620434168856,-0.11891834364057163,1,Male,South
31,-1.6064457977705358,0.8952052350186248,4.705105259075627,1.2256029136556865,0.45251725417030003,-1.0899773610767252,2.5009435836205443,1,Female,South
24,-2.6192350268351676,0.005635830296852785,4.202432884159357,1.7548329256114537,-2.0307921066411483,-0.8002592191750313,0.26087300510709077,1,Female,North
24,1.1231947079892444,0.46005434144644425,0.6203267974004986,2.7574456489524155,3.1750673101988043,-0.20078153172843072,1.5664812191575865,0,Male,East
46,1.6212936067958206,0.2890220506054031,-4.056762029771537,0.947089743640392,3.133677252352865,1.5178459374335276,0.2907884560448397,1,Male,West
19,-0.7280802513552616,-1.6563805271410257,-0.22629930159300973,-0.11514407553230821,0.851223201737088,1.721547752128354,0.4819049157316575,0,Female,West
18,,2.3391289515689104,1.707143533846908,1.4973384921806348,0.4171772712913515,-0.49259899577879196,0.7186811546593221,0,Male,East
32,0.5902634549988417,-0.5937615564013348,1.2945856322839218,-2.777036026820601,0.07753322234647118,-2.4181668859493795,2.295746448281566,0,Female,West
36,0.36017757003689743,,-0.8583374668617769,2.570354442858735,0.16829940133678672,-0.24569947292216776,-1.0516611439614054,1,Male,North
33,0.7829688891633998,-0.4778523960351749,-0.8810575681989757,3.399132780870246,0.7325877200417775,0.2285660411012368,-1.4279658815505076,1,Male,West
24,2.992847516620234,-0.7812724996943938,-4.52456110800985,-0.16497531429811896,1.1023216835471161,0.9096356721136384,-2.2958886113061205,1,Male,South
20,-0.3156287043396193,,0.5272694514066146,2.7069226012312724,0.5335704025907763,1.280272503153494,-0.9637832694576428,1,Female,East
23,0.47317656805937314,0.28405657052987027,0.5131902935749213,2.289993512056332,3.406501576734811,0.9775502100761564,1.8037125227147917,0,Male,North
54,-0.8558556828398679,0.3548738029360466,4.145838120048339,2.337167548873216,-1.6792146750973271,0.7176142121777402,-2.0520846560625494,1,Female,East
18,,0.11544263616427654,-0.10420563583138319,-1.6097895145718268,-3.0088520094359477,1.0001040020619523,-1.4492507765595883,0,Female,North
28,3.0937617305818184,0.11072343418649651,-6.8783254424156,-1.949243397530783,2.5973564209925817,3.336127303437656,-1.819094582992716,1,Female,South
50,-1.5632330602391091,-1.3400568903608094,0.16421845667879023,1.184216370992632,-0.6809164447265442,-1.4513408257292053,1.0685694075738756,1,Female,East
18,-2.014225309233413,-0.7447569552398373,2.0361538008853675,0.5733799498645167,-0.2708179581314131,0.7354221004108029,0.9335479325780174,0,Male,West
28,-0.781390238959356,,0.05434303562173809,0.997265884774769,1.7041023568422824,1.3772851668756072,1.2541949599855913,0,Female,North
20,,1.7726916608999155,3.0336974117753086,1.7293734462812407,0.5388809567586981,-1.144660746164568,1.6679511957031927,1,Female,East
28,-1.8392718348342911,-1.2500735179709248,1.4744210425030229,-0.6719811095676389,-0.5652686530095838,1.7189589115780117,0.2827921479988035,0,Male,West
39,-2.09862979315163,-0.05605556594019711,1.925149239958999,-3.491572721309938,-2.804425225498569,0.04921847652768119,0.28143036952607803,0,Female,East
28,-1.279973018884336,-1.0782181701163007,2.5473114949993727,4.062525067987249,-0.8499623170142069,-0.9235678382050476,-0.5863711882407299,1,Male,East
27,0.3406233851552868,0.648943606259271,-2.289539127928624,0.863896043515522,1.0162360736423395,2.4611810017295066,-1.2891773153171942,1,Female,East
54,-0.38808105939650694,2.4372425759242193,-4.139829311120078,0.44197448707874076,4.501426107946309,4.537229059006071,1.7741676114670435,0,Male,North
48,,0.7644782203057904,-3.519582590085094,-0.3659341414447821,2.2287463207609512,3.656978281372397,0.743525887901626,0,Female,West
19,-0.7044707701771339,-0.5355570796987947,-0.5944592506556156,-0.17952682444798695,1.8217982970550022,2.763066416892011,0.8435686895765919,0,Male,South
39,-0.6629700566190454,0.9714218648162062,3.9091435151103795,1.543262194383858,0.41952764759324984,-0.48556114473701406,1.0828729236443222,1,Female,North
25,-1.2708328651819656,-1.181286806672826,1.0841132164059422,-2.4250308051557696,-3.3572273862291557,-1.663062542246943,-0.43899881646384276,0,Female,North
27,2.2973746571968716,-2.2546108782927172,-2.8567873057699917,1.1061037943939862,1.1668005208173884,0.129693022709503,-1.483385140859855,1,Male,North
36,-0.36360872253763865,-0.13351212288434067,1.2152745362162463,-2.7274563992612615,0.9436568278356089,0.29750990724977955,2.312431873528082,0,Male,South
25,-2.0563570354434013,0.4350783381858596,1.0042291520189932,0.47985085514856496,-0.5316494372867582,1.1432900694727812,0.37424442955982506,0,Male,West
29,-2.1178548282582867,2.114414834308793,0.0010726593468004153,-0.04578903526978095,0.24051130039451207,2.2150108196566887,0.6970919389253376,0,Male,West
27,-2.1815222920964565,0.6764786687730411,0.6816197029515133,-0.025089026416264426,-0.6681495371861561,1.1413228957301906,0.502265942726043,0,Female,West
29,-1.9554739087984612,0.9665442505206122,1.0756563613509271,-2.1108528757308864,-1.360879130576155,1.384977330522351,0.2586222630968973,0,Female,East
49,-1.1769684145731862,3.2401391486368074,4.604779772276128,1.255988278539122,-2.0354798912672396,-0.8546195041500466,-0.7115983604167342,1,Male,East
33,1.4880577390165963,-2.604346935214705,-2.5568738677015923,1.3021891874781615,1.0370643538389712,0.34318149244713336,-1.1138009322391436,1,Female,East
31,-1.9500844224059257,0.43566456645700186,0.2143220282674208,0.5267467908919592,1.1287982139170476,2.267991743088759,1.2730848525771432,0,Male,South
22,-3.025382292221875,-0.8214848566236752,2.3766235583203716,0.17642676051430417,-2.4913235703190195,-0.12786404185579414,0.1362679631480317,0,Male,East
34,-1.7336538549292237,-1.7181374903760358,2.0173916245468253,-1.2158643995226863,-0.17304786843907433,1.5034819143618336,1.011337872742219,0,Female,South
20,0.1978036148718425,3.089889607686385,-0.23432080935316002,0.1654392554386679,1.5180860289974951,0.6281415370280969,0.9841218668706274,0,Female,West
28,-1.0234870383117027,-0.4248990892028066,-0.1462243124159173,0.4188287568953317,-0.15844652561261613,0.6754703041106661,0.10410167374503299,0,Female,East
55,-0.22774389114941196,0.30559812717284496,4.4746106858404895,0.0834519239100755,0.3443883965379629,-0.7583487487732643,1.4212177234599221,1,Female,East
23,-0.9106247361862605,0.9958934155892449,2.424121366733154,1.4106745108175032,0.29035663821792784,-1.5254002839952032,1.722564518855571,1,Female,North
23,-0.21818206736533097,-0.03923647369874391,2.0693518158761726,1.7415680313944546,-0.03209597132361122,-0.7996430389289475,0.1670464275186878,0,Female,South
55,0.41448580526773404,0.39164023988893254,-3.774932668628014,0.9124639020497194,4.529797849646439,2.857559017209598,2.0232005708771146,0,Female,West
19,0.859424063246299,1.183920483851373,-0.8997476996091852,-1.371698225931088,0.17659160795396864,-1.00357577096021,0.5356826049647877,1,Male,North
31,-0.8708089754203532,-0.8972549274981164,3.7692094887831065,0.5985993802303466,-0.7998176892580449,-2.1939769839026635,1.3750886068026222,1,Male,North
24,3.707712529884496,0.9672729750616863,-6.817850125818664,-1.7581303894807152,1.3807960018208534,2.106638979806236,-2.950068935288976,1,Male,West
41,-1.220021369002549,0.7255161387753777,2.5113074390408685,-1.50097300072362,0.874177813098291,1.1876545416371354,2.0536209336292806,0,Male,North
28,2.9313437338555124,-0.8842890029883183,-3.6972430567330123,1.4402851858494012,2.0627134620732908,0.7859563912845573,-1.6806143303254744,1,Male,South
27,1.6025538572565183,1.7992510456861954,-1.5197225253361313,2.1796205005165064,1.438586759961855,0.23394918965058986,-0.9568015446675231,1,Female,South
36,-0.3940818660763854,-1.2174801872358345,-0.833457037923573,2.4447914637457693,1.2195377447961524,1.4776761009413097,-0.3061184229377588,1,Male,East
20,-0.2320033754926364,1.5814637234833284,1.1183580628263132,1.7055751915338386,1.5794109650784933,0.3769897256715823,1.1006809044757895,0,Male,North
40,,-0.6781524611975589,4.366460849863696,1.6413996511276792,-0.17014032736444096,-1.1893546339503096,0.9149596468332603,1,Male,East
30,3.3739087381853166,1.9757358680726422,-4.336204826296188,1.1711209063960242,3.1514967140928096,1.1983143898734359,-1.1004385833358925,1,Male,North
32,-0.1774660899823277,-0.34566637467600275,1.031294537526612,-1.7244673093288125,1.91720020508393,0.8708462247349419,2.4338909700590117,0,Male,South
26,,-0.26432148874017936,1.315830014806807,-1.1965922003037468,-1.1548398257774979,-0.5246592333904172,0.4430273715158455,0,Male,South
31,-3.356626289099903,-0.02675124557413819,0.35419444124444954,-1.2010665994408183,-2.751993213548778,1.1574258231919106,-0.31815233447999014,0,Male,South
27,-0.5909586293473541,-0.3941557711847975,0.6826209333548504,1.4367374744142614,1.0405263224532453,0.20547871249264715,0.9997051542915274,0,Female,North
46,-1.4340377328474012,0.4986048184872299,3.9063420859957882,1.2734261567626526,-2.2441217600674404,0.05639350883322747,-1.3591250204440404,1,Female,South
30,3.1842582393824945,1.036157261138504,-4.49737899993719,0.09201879748338249,2.459941621427426,0.7517903247683707,-0.9973100461876464,1,Male,North
42,0.46998752538413213,-0.8688460783184304,0.4155491020371124,1.0953514486043539,4.5021159706932155,-1.3462785279596068,4.898836483319127,1,Female,East
43,-1.0392966076077723,-1.1252648898076596,-0.4930181813218094,1.9211161890377118,-0.6806887925665166,-0.11573106515789577,-0.5642239243730112,1,Female,North
75,-1.609434314142328,0.1343281002678751,5.915423106304261,-1.5148309746425337,-5.146619864494348,-1.9054208154369778,-1.8311130193409038,1,Female,East
26,-0.1810089316277872,-1.904935777417886,-1.3552721954850446,0.0634918837059022,1.8380927933482298,2.2138776124984476,0.5935492970877595,0,Female,North
18,-1.4944117208813141,-0.14162098301052742,0.31525202844004635,-0.24977677989850866,-0.9147099635610613,1.393291527325681,-0.4547411172238922,0,Male,East
28,-2.3490584197369495,1.456328471979585,3.227980157588918,0.8397597169128039,0.6793293759149478,1.732549807430638,1.6226675414718734,0,Female,South
20,3.088122648239955,0.29703947087987503,-3.1029556974515122,0.4967226323689987,0.5613707988175495,-0.016975124113535855,-2.5042272204119556,1,Female,East
56,-0.3303207892011061,-0.7350729836273578,-4.447649066395404,-0.015637606469394383,2.5650903345744878,3.254941852410129,0.5956972470390075,0,Female,South
20,-0.43890181865676525,0.39844804551200075,3.366096912739478,-0.015871225784124476,1.182239247876782,-2.8992243861595286,3.7826705221533823,1,Male,South
31,-0.7380311160882005,-0.7180388134051491,-0.0849888204997285,2.0442212747318713,0.19419151615141608,0.9113229092022447,-0.5350881090344632,1,Male,East
34,-1.802398682828474,-1.2457424502336703,1.853368502957186,-2.4412901347037783,-2.430169400225453,-0.2038872460812784,0.17450790454408727,0,Male,North
36,0.2637804047028425,0.5205018830769746,-0.9327059387466292,1.507572222949951,1.9845328205024844,0.4491605334454494,0.9553485871315821,0,Male,North
24,-2.061472995276368,0.8227173745004389,1.7283857540113383,0.8347839991945297,0.4156120873779816,0.9442826654137659,1.451319677457698,0,Male,West
30,-0.22909949442334865,0.7980598733523421,-1.035585005894165,0.9918120036536009,2.6213331693083934,2.224087378222479,1.1392741697508724,1,Male,North
23,-0.6303047893735656,-1.9297802318050268,0.15489900130751783,-0.752409014452781,1.8821526137484703,2.269527299311081,1.4467274355462723,0,Male,West
28,0.4313740264049961,-0.8429055643243101,-1.997224596602363,0.42451745369116933,3.8584289343944134,3.1123223646770226,1.4804137530993806,0,Female,North
19,-0.7491324102354776,1.8342020358562743,0.4708648261422872,0.27859266875936606,0.9909983294662537,1.4662147563198706,0.7216134471793485,0,Female,North
28,-1.713477242705233,-0.5034623439010585,0.45753864135590355,0.10078553697638182,-1.8710728617871906,-0.13346280867270566,-0.4617820114176061,0,Female,South
32,-0.4054582292949679,-0.46674581057504627,1.4508638542566141,-1.4424448946296524,0.8520156490683332,0.18600241905770154,1.8414287333661776,0,Male,West
32,-1.6095616215457293,1.5383304390525525,4.495834789598807,1.2583413368754193,-1.031083658989251,-1.583085698344538,1.1847980512730065,1,Male,North
20,3.684519955675398,-0.3551165654431084,-5.084620202858123,-0.7901649152813994,1.7697446038026428,1.0274527273617529,-2.05138205477735,1,Male,West
32,-0.8169870555321109,0.09427929361427935,3.9485350835646384,1.6252856659220911,1.444959556436245,-0.4475874513214163,2.2656320678728505,1,Male,South
26,1.3159076914977865,0.6837095369080293,-2.5145999474826306,0.65514155053079,0.3457644152626503,0.6820391351014115,-1.667404680899874,1,Male,South
23,0.736345824038934,-0.27888363747316974,-0.08719306435803863,-0.24740704906252486,2.2124486757261352,-0.6287022542969727,2.2335775222307523,1,Female,West
38,0.08108827384981854,1.9992396963335024,0.005177931199218931,4.118977057502468,2.2361537119980954,0.790373030332116,0.23880155281603055,1,Female,South
38,-0.13241906960228944,1.4388263794542226,-1.6941243435530002,1.1365231196024626,2.063149880451909,1.7164147051592078,0.6575928713679788,0,Male,East
20,-1.2232496392518002,-1.0625075755103008,1.816067324475068,0.9948906726062844,-0.2779921674284367,0.228946286318366,0.3832816909032437,1,Male,East
20,-1.5550337272185906,-1.2681436516314983,3.3552894366070682,3.054564721346826,-0.565031059730558,-0.26485469114934246,0.008614747245305754,1,Male,South
24,0.43154120861016065,,0.35359312391027786,2.4271809282656074,-0.5832427800797815,-1.0602648579189795,-1.2426719321312214,1,Male,East
20,0.7647374681982144,-1.989815518799147,0.9289164440289488,1.1664791896486242,3.573648565200652,-0.2270414681135713,2.96549324028849,1,Female,North
25,,1.0001293357539818,1.0342356935889077,-0.7975734393163274,-0.7579229329082978,2.864678909845641,0.9206002444405452,0,Male,West
24,-1.4329645512382054,-0.4822722102015164,-0.006716992591754689,-0.09118687038298812,-1.7583656808710213,0.5045477279159183,-0.9487081658925541,1,Male,North
26,0.22653732953974015,0.6625625498799194,0.36169104875106334,0.4779442805013202,1.1519170303862403,-0.9837481392865643,1.5103227925735139,1,Male,West
20,0.24473950370944353,0.1751749493090029,0.7734718174849247,1.934905884393594,2.8451575168647345,0.8520490842257651,1.6359048253064152,0,Male,South
22,2.07896991317864,0.6868752232028936,-2.2580362166981796,1.4174555815059011,2.214093823211745,1.1636581123060183,-0.8845706639432802,1,Female,North
34,-1.0384941746127863,-0.9952966937905094,-0.7034049768064615,0.5418399999223584,0.32310173538322906,1.0489576137113887,0.3014367211066823,0,Male,South
36,-0.43412588923425344,0.038498485695272235,1.6717281583352017,-2.3168244366737483,0.5895013490841823,-0.18888572943328685,2.1792112063561584,0,Male,South
29,1.67670619782474,-1.1488514099292881,-0.3148896514511387,3.0840367796693404,5.4388899548012395,1.0005368560027001,2.5619426496345867,0,Female,West
22,-0.5929876551719491,-0.686936417944251,2.283428453143587,1.8510836852576729,1.682413973513194,0.3563755743385725,1.583823021569131,0,Female,West
21,-0.89314586523757,-0.07541318090619945,3.151646674551829,1.0223388235192823,-0.22837569141565875,-1.989544416779323,1.6589131911585595,1,Female,West
42,-2.470083242834594,0.8262494226728235,1.3889201668509419,3.6274142381481402,-0.7594514710033233,0.715284175844795,-0.43761628702899336,1,Male,North
55,-1.068403750326305,0.4531636040605758,6.0496023773786645,0.7700352477990657,0.6749532296591614,-1.0025121522155274,2.526746574001219,1,Male,East
23,-1.501619008797157,-0.6584099351183408,1.7668366490812164,1.0142421006216191,-0.49638053309881086,-0.33198134297397797,0.7261026756779492,0,Female,West
30,-2.660669178618024,0.4833248272528027,3.7945947485429645,0.7420519469262048,-1.6245675482217776,0.30072629233281967,0.3989245331035213,0,Female,West
26,-0.03645762340068126,-0.5469860834554389,1.6203305040925973,2.2833160785375064,1.8163983606887537,-0.9297831376960999,1.8299399923880455,0,Female,North
20,-0.14292384516068668,1.7461537795510573,1.5168388058354216,0.8579877916847877,1.863046805883917,-0.6320006539774177,2.3292009293863103,1,Female,West
36,-0.21591375360989906,1.2277999878516854,3.8420754729795616,2.4021142688708292,1.3319458952226162,-0.49868372553826157,1.3503643681062825,1,Female,North
30,2.4336868715946967,-0.6976164506090564,-3.675825830555809,0.27581903321239,0.4439017392576623,-0.22244454370791544,-1.9092638998944906,1,Female,South
